txn_id,card_last4,merchant_name,mcc,auth_amount_usd,auth_ts,captured_ts,status,decline_code,customer_ref,currency_code
TXN-6e273da06476,6873,Costa Coffee,5814,126.4,2026-04-13T08:11:46Z,2026-04-13T08:12:30Z,APPROVED,,CUST-00032,AED
TXN-042f896490ab,1679,RTA,4111,1080.16,2026-04-14T03:52:01Z,2026-04-14T03:52:04Z,APPROVED,,CUST-00047,AED
TXN-b99c31d4ee09,0434,Starbucks,5814,188.46,2026-04-02T12:30:00Z,2026-04-02T12:30:40Z,APPROVED,,CUST-00029,AED
TXN-41e01e6a6628,9654,Talabat,5812,936.13,2026-04-10T12:56:14Z,2026-04-10T12:56:27Z,APPROVED,,CUST-00036,USD
TXN-17320a4e2552,1424,Carrefour,5411,1785.41,2026-04-04T00:02:54Z,2026-04-04T00:03:27Z,APPROVED,,CUST-00034,AED
TXN-5333518b2f21,5881,Lulu Hypermarket,5411,1849.6,2026-04-12T11:22:01Z,2026-04-12T11:22:36Z,APPROVED,,CUST-00038,AED
TXN-997e901bcdef,0409,Apple Store Dubai Mall,5732,924.05,2026-04-21T16:18:06Z,2026-04-21T16:18:53Z,APPROVED,,CUST-00027,AED
TXN-0da4a1173719,5574,Costa Coffee,5814,667.5,2026-03-29T22:01:43Z,2026-03-29T22:02:14Z,APPROVED,,CUST-00037,AED
TXN-c2a8d756ba9c,0711,Noon,5942,609.28,2026-03-30T04:54:27Z,2026-03-30T04:54:48Z,APPROVED,,CUST-00045,AED
TXN-d21c34323ec6,9044,Starbucks,5814,1530.64,2026-04-04T02:32:24Z,2026-04-04T02:32:58Z,APPROVED,,CUST-00048,AED
TXN-f4eda987b218,7359,Starbucks,5814,787.81,2026-04-18T14:13:41Z,2026-04-18T14:14:04Z,APPROVED,,CUST-00030,USD
TXN-62707bf33a34,9863,Amazon AE,5942,1397.43,2026-04-16T02:00:40Z,2026-04-16T02:01:25Z,APPROVED,,CUST-00020,AED
TXN-f5a85129950d,1674,ENOC,5541,2334.58,2026-04-13T17:23:56Z,2026-04-13T17:24:21Z,APPROVED,,CUST-00019,AED
TXN-94b6257f7595,0434,Carrefour,5411,2388.51,2026-04-23T03:55:27Z,2026-04-23T03:56:15Z,APPROVED,,CUST-00023,USD
TXN-8ad189e03e22,1674,ADNOC,5541,1741.95,2026-04-20T08:03:56Z,,APPROVED,,CUST-00007,AED
TXN-8ad189e03e22,1674,ADNOC,5541,1741.95,2026-04-20T08:03:56Z,2026-04-20T08:04:12Z,APPROVED,,CUST-00007,AED
TXN-1ae03b9b2d45,4557,Talabat,5812,829.08,2026-04-04T01:36:35Z,2026-04-04T01:37:11Z,APPROVED,,CUST-00007,AED
TXN-d056286ed390,5574,Sharaf DG,5732,1196.23,2026-04-17T07:37:02Z,,APPROVED,,CUST-00049,GBP
TXN-d056286ed390,5574,Sharaf DG,5732,1196.23,2026-04-17T07:37:02Z,2026-04-17T07:37:44Z,APPROVED,,CUST-00049,GBP
TXN-2dcdc4cb294f,1519,Sharaf DG,5732,584.39,2026-04-25T04:32:40Z,2026-04-25T04:33:40Z,APPROVED,,CUST-00012,AED
TXN-5f647ed17aab,6201,ADNOC,5541,2405.52,2026-04-12T22:44:48Z,2026-04-12T22:44:55Z,APPROVED,,CUST-00003,AED
TXN-91b255c551fc,9891,Apple Store Dubai Mall,5732,1360.53,2026-04-03T00:33:02Z,2026-04-03T00:33:15Z,APPROVED,,CUST-00009,USD
TXN-533254a7b69b,6924,Etisalat,4814,1622.47,2026-04-17T23:03:45Z,2026-04-17T23:04:22Z,APPROVED,,CUST-00001,AED
TXN-59da317304b5,5635,Costa Coffee,5814,2243.12,2026-04-06T05:41:23Z,2026-04-06T05:41:30Z,APPROVED,,CUST-00033,AED
TXN-f47423ff23d3,3811,ENOC,5541,22.04,2026-04-08T09:06:13Z,2026-04-08T09:06:35Z,APPROVED,,CUST-00016,AED
TXN-85ea02ed73ce,3611,Sharaf DG,5732,1733.46,2026-04-23T23:37:12Z,2026-04-23T23:37:38Z,APPROVED,,CUST-00043,AED
TXN-9f38c5144d98,8935,Etisalat,4814,1598.58,2026-04-12T16:15:23Z,2026-04-12T16:15:32Z,APPROVED,,CUST-00024,AED
TXN-d4e95fa5e0aa,1674,Etisalat,4814,2282.43,2026-03-31T21:44:48Z,2026-03-31T21:45:32Z,APPROVED,,CUST-00043,AED
TXN-b93bb42a0456,1519,Talabat,5812,284.96,2026-03-31T09:56:33Z,2026-03-31T09:56:44Z,APPROVED,,CUST-00033,AED
TXN-e23885351a69,0711,Talabat,5812,517.48,2026-03-29T16:35:02Z,,APPROVED,,CUST-00032,AED
TXN-e23885351a69,0711,Talabat,5812,517.48,2026-03-29T16:35:02Z,2026-03-29T16:35:54Z,APPROVED,,CUST-00032,AED
TXN-e9e16a5943ce,4012,Costa Coffee,5814,1399.2,2026-04-12T00:57:24Z,2026-04-12T00:57:25Z,APPROVED,,CUST-00047,AED
TXN-2564940c3503,0106,Carrefour,5411,864.6,2026-04-23T21:42:52Z,,DECLINED,51,CUST-00035,GBP
TXN-103f78d9a88a,4557,Emirates,4111,454.05,2026-04-20T10:12:51Z,2026-04-20T10:13:18Z,APPROVED,,CUST-00050,AED
TXN-c3d4e42e707a,7359,Apple Store Dubai Mall,5732,942.24,2026-03-31T19:40:11Z,2026-03-31T19:40:23Z,APPROVED,,CUST-00009,AED
TXN-7204fa8dae42,1824,RTA,4111,1891.67,2026-04-12T12:22:55Z,2026-04-12T12:23:30Z,APPROVED,,CUST-00030,AED
TXN-7eb93acb43a3,6873,Apple Store Dubai Mall,5732,392.03,2026-04-17T20:24:16Z,2026-04-17T20:24:59Z,APPROVED,,CUST-00047,AED
TXN-7b3804015ced,3657,Amazon AE,5942,256.74,2026-04-25T08:52:51Z,2026-04-25T08:52:55Z,APPROVED,,CUST-00029,AED
TXN-cdf50b531932,3582,Apple Store Dubai Mall,5732,1351.7,2026-04-24T06:14:17Z,2026-04-24T06:15:10Z,APPROVED,,CUST-00009,AED
TXN-a347937bf79b,1584,Costa Coffee,5814,1932.48,2026-04-11T10:23:54Z,2026-04-11T10:24:37Z,APPROVED,,CUST-00016,AED
TXN-99db69df14e9,4012,Emirates,4111,1394.01,2026-03-29T06:39:29Z,2026-03-29T06:39:57Z,APPROVED,,CUST-00048,USD
TXN-a33186433603,4557,Etisalat,4814,1023.61,2026-04-12T10:36:17Z,2026-04-12T10:36:33Z,APPROVED,,CUST-00025,AED
TXN-49e8b523c0de,6924,du,4814,2287.28,2026-03-30T16:46:23Z,2026-03-30T16:46:32Z,APPROVED,,CUST-00027,GBP
TXN-681b41476506,9891,ENOC,5541,202.28,2026-04-05T03:57:38Z,,APPROVED,,CUST-00024,AED
TXN-681b41476506,9891,ENOC,5541,202.28,2026-04-05T03:57:38Z,2026-04-05T03:57:51Z,APPROVED,,CUST-00024,AED
TXN-605612a1fe7d,1291,du,4814,1471.02,2026-03-30T20:53:32Z,,DECLINED,05,CUST-00014,AED
TXN-07d9e8b3d763,0488,Amazon AE,5942,2405.38,2026-04-21T07:19:01Z,2026-04-21T07:19:17Z,APPROVED,,CUST-00048,GBP
TXN-68b5b42a2d93,3811,Lulu Hypermarket,5411,1382.44,2026-04-13T06:12:44Z,2026-04-13T06:13:04Z,APPROVED,,CUST-00025,AED
TXN-ee987f4d908c,2045,Talabat,5812,1176.38,2026-04-11T10:54:05Z,2026-04-11T10:54:42Z,APPROVED,,CUST-00014,AED
TXN-4ab6bdc2b74b,8279,Carrefour,5411,1385.51,2026-03-29T15:33:13Z,2026-03-29T15:33:26Z,APPROVED,,CUST-00038,AED
TXN-7dd0d5574241,1674,Apple Store Dubai Mall,5732,1638.25,2026-04-10T14:42:33Z,2026-04-10T14:43:20Z,APPROVED,,CUST-00017,AED
TXN-ebf17d97ac0f,2045,Noon,5942,1988.46,2026-04-18T18:47:29Z,2026-04-18T18:48:28Z,APPROVED,,CUST-00009,AED
TXN-1e12f50d7a37,4506,Starbucks,5814,2098.48,2026-04-23T09:23:56Z,2026-04-23T09:24:05Z,APPROVED,,CUST-00043,AED
TXN-22cc3b3f3800,9674,Etisalat,4814,27.81,2026-04-02T10:46:43Z,2026-04-02T10:47:26Z,APPROVED,,CUST-00030,AED
TXN-f766e9aa144b,4552,Sharaf DG,5732,44.25,2026-04-01T03:55:40Z,2026-04-01T03:56:27Z,APPROVED,,CUST-00036,AED
TXN-92c8fa3c1628,2547,Carrefour,5411,2033.83,2026-04-06T02:20:46Z,2026-04-06T02:20:56Z,APPROVED,,CUST-00012,AED
TXN-88de5abca6e5,9654,du,4814,202.15,2026-04-07T06:56:38Z,2026-04-07T06:56:53Z,REVERSED,,CUST-00030,AED
TXN-2fdf081c79d4,7359,Lulu Hypermarket,5411,946.04,2026-04-03T21:24:50Z,2026-04-03T21:24:56Z,APPROVED,,CUST-00004,AED
TXN-a99cc8cce2c2,1679,Costa Coffee,5814,2237.5,2026-04-24T22:25:25Z,,DECLINED,14,CUST-00015,AED
TXN-8acc79ba630a,3657,Carrefour,5411,1712.65,2026-04-13T09:20:31Z,2026-04-13T09:21:31Z,APPROVED,,CUST-00035,AED
TXN-cbedd226a8b3,3657,ADNOC,5541,751.7,2026-03-30T14:56:28Z,2026-03-30T14:57:12Z,APPROVED,,CUST-00016,AED
TXN-c48754ec3f33,6201,du,4814,354.18,2026-04-23T04:37:31Z,2026-04-23T04:37:38Z,APPROVED,,CUST-00033,AED
TXN-26ebd6b361e4,1584,ENOC,5541,1923.67,2026-03-29T02:03:57Z,2026-03-29T02:04:38Z,APPROVED,,CUST-00026,GBP
TXN-e6aefe1a1ba9,3582,Apple Store Dubai Mall,5732,892.75,2026-04-08T18:35:46Z,2026-04-08T18:36:11Z,APPROVED,,CUST-00028,AED
TXN-973b9e5d9c7a,3811,du,4814,1784.21,2026-04-23T00:25:08Z,2026-04-23T00:25:49Z,APPROVED,,CUST-00018,AED
TXN-a22363be441d,1679,ENOC,5541,233.34,2026-04-12T00:50:33Z,2026-04-12T00:50:42Z,APPROVED,,CUST-00029,AED
TXN-e5ce6e54ac6d,1674,Starbucks,5814,1283.54,2026-04-21T23:39:19Z,2026-04-21T23:39:58Z,APPROVED,,CUST-00002,AED
TXN-0651629ef3d8,4557,Emirates,4111,972.56,2026-04-22T21:19:05Z,,DECLINED,51,CUST-00047,USD
TXN-56c86177a771,9863,Noon,5942,756.32,2026-04-03T01:28:09Z,2026-04-03T01:28:36Z,APPROVED,,CUST-00010,AED
TXN-2762c85cd714,8279,ENOC,5541,2360.83,2026-04-02T22:20:54Z,2026-04-02T22:21:03Z,APPROVED,,CUST-00039,AED
TXN-ca98f2e61828,5881,ENOC,5541,952.83,2026-04-11T00:03:22Z,2026-04-11T00:04:18Z,APPROVED,,CUST-00029,AED
TXN-45b2982a2277,3257,Emirates,4111,1510.01,2026-04-17T05:59:28Z,2026-04-17T05:59:49Z,REVERSED,,CUST-00031,AED
TXN-a6da3e0f84ce,9863,Lulu Hypermarket,5411,2042.15,2026-04-07T22:11:51Z,2026-04-07T22:12:29Z,APPROVED,,CUST-00024,AED
TXN-ec59ba2aa7ba,1535,Etisalat,4814,1098.95,2026-04-12T20:34:29Z,2026-04-12T20:35:20Z,APPROVED,,CUST-00045,AED
TXN-47427fd255ee,9195,Sharaf DG,5732,608.84,2026-04-19T12:24:37Z,2026-04-19T12:25:06Z,APPROVED,,CUST-00046,AED
TXN-d62bb113d50b,4506,Starbucks,5814,1977.85,2026-04-09T13:07:05Z,2026-04-09T13:07:46Z,APPROVED,,CUST-00045,USD
TXN-b5c3aa2960fd,9891,Noon,5942,1533.63,2026-03-30T15:48:03Z,2026-03-30T15:48:52Z,APPROVED,,CUST-00042,AED
TXN-dc64cbd5cc86,1824,Talabat,5812,251.02,2026-04-16T05:21:00Z,2026-04-16T05:21:45Z,APPROVED,,CUST-00033,AED
TXN-bf8c721e8b1f,6924,Lulu Hypermarket,5411,1931.99,2026-03-29T10:14:35Z,2026-03-29T10:14:37Z,APPROVED,,CUST-00045,AED
TXN-d4fa4ba17233,2286,ADNOC,5541,294.59,2026-04-20T02:56:12Z,2026-04-20T02:56:26Z,APPROVED,,CUST-00023,AED
TXN-f3cb592a3549,2615,Talabat,5812,1806.37,2026-04-05T00:51:39Z,2026-04-05T00:52:25Z,APPROVED,,CUST-00021,AED
TXN-afa7d963dc72,1679,Sharaf DG,5732,1694.46,2026-04-19T00:30:49Z,2026-04-19T00:31:00Z,APPROVED,,CUST-00048,AED
TXN-76b576492e64,9654,du,4814,1576.25,2026-04-17T22:50:37Z,2026-04-17T22:51:25Z,APPROVED,,CUST-00041,AED
TXN-e62e3283daa4,0106,Costa Coffee,5814,975.15,2026-04-16T13:44:40Z,,APPROVED,,CUST-00014,AED
TXN-e62e3283daa4,0106,Costa Coffee,5814,975.15,2026-04-16T13:44:40Z,2026-04-16T13:45:31Z,APPROVED,,CUST-00014,AED
TXN-bb492fdc9992,0488,ENOC,5541,1146.59,2026-04-14T06:20:11Z,2026-04-14T06:20:52Z,APPROVED,,CUST-00043,USD
TXN-b2231d3e503a,6924,ENOC,5541,1545.32,2026-04-12T13:27:06Z,2026-04-12T13:27:27Z,APPROVED,,CUST-00040,AED
TXN-3be04e2d6255,3611,Noon,5942,1735.12,2026-04-02T04:50:46Z,2026-04-02T04:51:11Z,APPROVED,,CUST-00025,AED
TXN-fab22ab7b2ef,1424,Emirates,4111,471.81,2026-04-05T02:32:45Z,2026-04-05T02:32:46Z,APPROVED,,CUST-00040,AED
TXN-fd6ca72f947d,0711,Lulu Hypermarket,5411,1231.86,2026-04-05T10:52:31Z,2026-04-05T10:53:22Z,APPROVED,,CUST-00032,AED
TXN-10bd4ac66780,3582,Emirates,4111,1346.33,2026-04-18T20:01:21Z,2026-04-18T20:02:11Z,APPROVED,,CUST-00050,AED
TXN-39f682c42e48,8935,Costa Coffee,5814,673.38,2026-03-31T15:14:08Z,2026-03-31T15:14:57Z,APPROVED,,CUST-00024,AED
TXN-6fe48bddcee3,1679,Lulu Hypermarket,5411,1841.29,2026-04-14T23:36:18Z,2026-04-14T23:36:35Z,APPROVED,,CUST-00020,USD
TXN-2c89d1151fff,8935,Apple Store Dubai Mall,5732,1940.2,2026-04-15T11:56:17Z,2026-04-15T11:56:40Z,APPROVED,,CUST-00014,AED
TXN-54fb6d9c5b50,1424,Costa Coffee,5814,1963.2,2026-04-16T22:53:40Z,2026-04-16T22:54:19Z,APPROVED,,CUST-00004,AED
TXN-95d4b43cde0a,1519,Emirates,4111,672.02,2026-04-02T00:39:48Z,2026-04-02T00:40:37Z,APPROVED,,CUST-00044,AED
TXN-1e5aeb346d3a,9891,Emirates,4111,321.59,2026-04-20T13:24:15Z,2026-04-20T13:24:31Z,APPROVED,,CUST-00016,AED
TXN-c910ad1db537,9674,Apple Store Dubai Mall,5732,1445.68,2026-04-13T22:55:19Z,2026-04-13T22:56:00Z,APPROVED,,CUST-00041,AED
TXN-2faac4d598f7,2547,Lulu Hypermarket,5411,1875.76,2026-04-09T02:00:04Z,2026-04-09T02:00:05Z,APPROVED,,CUST-00030,GBP
TXN-eab9f8ded777,4333,Sharaf DG,5732,1744.74,2026-04-23T22:12:52Z,2026-04-23T22:13:45Z,REVERSED,,CUST-00035,AED
TXN-fd4b363be5cb,3257,Emirates,4111,2071.72,2026-04-10T14:29:13Z,2026-04-10T14:29:45Z,APPROVED,,CUST-00036,AED
TXN-18c9c3231466,1679,Carrefour,5411,1567.32,2026-04-04T16:32:55Z,,DECLINED,05,CUST-00002,AED
TXN-005874de5f70,0488,Lulu Hypermarket,5411,2489.26,2026-04-20T14:18:37Z,,DECLINED,05,CUST-00042,AED
TXN-80335c457e4d,3611,Talabat,5812,1662.95,2026-04-18T23:08:58Z,2026-04-18T23:09:43Z,APPROVED,,CUST-00004,AED
TXN-008e185df528,5574,Amazon AE,5942,199.46,2026-03-29T04:18:48Z,2026-03-29T04:18:49Z,APPROVED,,CUST-00015,AED
TXN-3dbed12e0eb5,0106,RTA,4111,1736.61,2026-04-03T19:26:20Z,2026-04-03T19:27:12Z,APPROVED,,CUST-00005,AED
TXN-bc315037cd6b,9195,ADNOC,5541,347.14,2026-04-20T12:52:25Z,2026-04-20T12:52:59Z,APPROVED,,CUST-00042,GBP
TXN-e1542a038ad4,2045,ENOC,5541,536.57,2026-04-19T15:38:11Z,2026-04-19T15:38:25Z,APPROVED,,CUST-00027,AED
TXN-47af19b814fc,8935,du,4814,1475.99,2026-04-08T08:34:14Z,2026-04-08T08:34:23Z,APPROVED,,CUST-00023,GBP
TXN-2b22a505da9c,1674,Amazon AE,5942,1504.49,2026-03-28T12:06:10Z,2026-03-28T12:07:05Z,APPROVED,,CUST-00019,AED
TXN-9a71e03635fc,3527,Amazon AE,5942,1519.28,2026-04-17T20:12:40Z,2026-04-17T20:13:31Z,APPROVED,,CUST-00048,AED
TXN-7a8af4655a21,7359,Apple Store Dubai Mall,5732,286.3,2026-04-02T17:56:39Z,2026-04-02T17:56:40Z,APPROVED,,CUST-00041,AED
TXN-a208ef15ab72,7359,Noon,5942,2152.73,2026-03-30T09:47:20Z,2026-03-30T09:48:09Z,APPROVED,,CUST-00027,AED
TXN-088b12af97e4,3657,Costa Coffee,5814,39.41,2026-04-16T12:38:29Z,,DECLINED,05,CUST-00003,USD
TXN-92ae81b13b80,8785,Sharaf DG,5732,1255.12,2026-04-06T19:59:12Z,2026-04-06T19:59:47Z,APPROVED,,CUST-00028,AED
TXN-8e10271610c1,9195,Talabat,5812,202.16,2026-04-17T03:15:28Z,2026-04-17T03:16:09Z,APPROVED,,CUST-00010,AED
TXN-21d9a4a5c736,7527,Emirates,4111,1096.53,2026-04-15T09:58:03Z,,DECLINED,51,CUST-00004,AED
TXN-1c2c9bdc70d1,4333,Emirates,4111,1855.53,2026-04-18T11:21:28Z,2026-04-18T11:21:29Z,APPROVED,,CUST-00008,AED
TXN-b183f3f8dea4,3527,Starbucks,5814,1958.55,2026-04-14T09:57:20Z,2026-04-14T09:58:16Z,APPROVED,,CUST-00011,AED
TXN-3c71e2ec13f4,0409,du,4814,840.85,2026-04-06T03:48:03Z,2026-04-06T03:48:40Z,APPROVED,,CUST-00018,AED
TXN-e90f7f0386fa,3611,Starbucks,5814,143.32,2026-03-30T11:31:48Z,2026-03-30T11:31:55Z,APPROVED,,CUST-00011,AED
TXN-74f11d8680cb,2547,Etisalat,4814,11.41,2026-04-26T09:41:01Z,2026-04-26T09:42:00Z,APPROVED,,CUST-00016,AED
TXN-121bdb842660,8785,Starbucks,5814,1852.96,2026-04-06T15:23:58Z,2026-04-06T15:24:45Z,APPROVED,,CUST-00015,AED
TXN-27e0d3748a11,3611,Costa Coffee,5814,302.91,2026-04-24T10:37:57Z,2026-04-24T10:38:00Z,APPROVED,,CUST-00012,AED
TXN-9f13d847dc53,2286,ENOC,5541,1384.96,2026-04-26T14:42:55Z,2026-04-26T14:43:15Z,APPROVED,,CUST-00024,AED
TXN-ed873e19fc1d,6224,ENOC,5541,2429.79,2026-04-17T12:18:59Z,2026-04-17T12:19:15Z,APPROVED,,CUST-00047,USD
TXN-d1f0eeb19ad2,3582,Carrefour,5411,1356.16,2026-04-26T12:49:17Z,2026-04-26T12:50:12Z,APPROVED,,CUST-00022,AED
TXN-35384eb9047d,3527,Amazon AE,5942,2457.87,2026-04-06T14:52:45Z,2026-04-06T14:52:55Z,REVERSED,,CUST-00032,GBP
TXN-8f45b62edb49,4506,Talabat,5812,2303.58,2026-04-01T18:26:12Z,2026-04-01T18:27:00Z,APPROVED,,CUST-00027,AED
TXN-c9e8d1e91691,6224,Talabat,5812,1421.71,2026-04-05T21:12:30Z,2026-04-05T21:12:47Z,APPROVED,,CUST-00043,GBP
TXN-a2d853853918,9863,Apple Store Dubai Mall,5732,587.86,2026-04-17T03:49:22Z,2026-04-17T03:49:32Z,APPROVED,,CUST-00009,AED
TXN-ee9e7316ce64,4557,ENOC,5541,306.24,2026-04-09T14:33:54Z,2026-04-09T14:34:11Z,APPROVED,,CUST-00050,AED
TXN-50b21725d2c7,0711,du,4814,764.02,2026-03-28T17:06:06Z,,DECLINED,51,CUST-00003,AED
TXN-cae05b11f51f,4012,Starbucks,5814,1694.57,2026-04-14T08:53:02Z,2026-04-14T08:53:31Z,APPROVED,,CUST-00012,AED
TXN-7fec8cd4b90a,6924,Talabat,5812,259.26,2026-04-20T05:07:46Z,2026-04-20T05:08:01Z,APPROVED,,CUST-00008,AED
TXN-cd19d2dc42c8,0711,ENOC,5541,1577.59,2026-04-22T22:05:14Z,,DECLINED,51,CUST-00038,AED
TXN-653f10813d45,9891,ADNOC,5541,1111.36,2026-04-20T17:56:50Z,2026-04-20T17:57:12Z,APPROVED,,CUST-00006,USD
TXN-ec07f1394e3c,6912,Carrefour,5411,2310.71,2026-04-05T23:20:11Z,2026-04-05T23:20:55Z,APPROVED,,CUST-00047,AED
TXN-6def5a9c0679,0520,ADNOC,5541,691.08,2026-04-05T08:21:33Z,2026-04-05T08:21:49Z,APPROVED,,CUST-00010,AED
TXN-d2f07fb75c57,1674,ADNOC,5541,1200.18,2026-04-22T17:47:50Z,2026-04-22T17:48:32Z,APPROVED,,CUST-00018,AED
TXN-7f90869bc00f,5514,Sharaf DG,5732,1988.14,2026-04-08T10:21:27Z,2026-04-08T10:21:59Z,APPROVED,,CUST-00046,AED
TXN-c6d95254aad3,0520,Emirates,4111,70.03,2026-03-29T00:18:33Z,,APPROVED,,CUST-00015,AED
TXN-c6d95254aad3,0520,Emirates,4111,70.03,2026-03-29T00:18:33Z,2026-03-29T00:18:51Z,APPROVED,,CUST-00015,AED
TXN-f180fdd4ff21,6873,Starbucks,5814,1918.27,2026-04-15T16:48:45Z,2026-04-15T16:49:03Z,APPROVED,,CUST-00011,AED
TXN-1ca0bcaff931,3582,du,4814,1441.35,2026-04-08T03:27:18Z,2026-04-08T03:27:30Z,REVERSED,,CUST-00023,USD
TXN-791d2d14e9f4,3257,Costa Coffee,5814,2016.49,2026-04-09T13:59:15Z,2026-04-09T13:59:52Z,APPROVED,,CUST-00038,AED
TXN-59e24f1e1a37,4506,Apple Store Dubai Mall,5732,230.19,2026-04-15T16:58:27Z,2026-04-15T16:58:28Z,APPROVED,,CUST-00039,AED
TXN-67269d37efb6,1424,du,4814,855.19,2026-04-18T09:14:40Z,2026-04-18T09:15:26Z,APPROVED,,CUST-00021,AED
TXN-38cac63ce21d,3527,RTA,4111,2152.37,2026-04-23T11:29:41Z,2026-04-23T11:30:19Z,APPROVED,,CUST-00024,AED
TXN-a52c4d407b28,6912,Noon,5942,1832.22,2026-04-05T19:00:42Z,2026-04-05T19:00:54Z,APPROVED,,CUST-00041,GBP
TXN-724c5b58eb49,6224,Sharaf DG,5732,2037.06,2026-04-08T15:09:03Z,2026-04-08T15:09:15Z,APPROVED,,CUST-00020,AED
TXN-5d39084a3c4b,3257,Costa Coffee,5814,2302.99,2026-03-28T07:41:22Z,2026-03-28T07:41:54Z,APPROVED,,CUST-00015,AED
TXN-27d6beced21a,6873,Amazon AE,5942,2456.04,2026-04-18T20:23:50Z,2026-04-18T20:24:36Z,APPROVED,,CUST-00041,USD
TXN-e4ac55f3ad50,8279,Carrefour,5411,528.16,2026-04-23T17:00:49Z,,APPROVED,,CUST-00023,AED
TXN-e4ac55f3ad50,8279,Carrefour,5411,528.16,2026-04-23T17:00:49Z,2026-04-23T17:00:50Z,APPROVED,,CUST-00023,AED
TXN-fc7569fd28e6,7359,ADNOC,5541,881.32,2026-04-08T18:41:19Z,2026-04-08T18:41:56Z,APPROVED,,CUST-00007,AED
TXN-737fafe9be90,2615,Noon,5942,188.9,2026-04-25T09:04:17Z,,APPROVED,,CUST-00019,AED
TXN-737fafe9be90,2615,Noon,5942,188.9,2026-04-25T09:04:17Z,2026-04-25T09:04:24Z,APPROVED,,CUST-00019,AED
TXN-5262601e0211,3657,Etisalat,4814,1369.88,2026-04-22T11:31:31Z,2026-04-22T11:32:02Z,APPROVED,,CUST-00022,AED
TXN-547aa754a29f,0106,Costa Coffee,5814,396.97,2026-04-22T02:01:34Z,2026-04-22T02:02:19Z,APPROVED,,CUST-00022,AED
TXN-87d08a45a905,0434,Sharaf DG,5732,747.01,2026-04-22T08:15:00Z,2026-04-22T08:15:32Z,APPROVED,,CUST-00004,AED
TXN-01f45c5f48d4,2286,Lulu Hypermarket,5411,739.9,2026-03-28T20:41:54Z,2026-03-28T20:42:05Z,APPROVED,,CUST-00031,AED
TXN-29f3fa207403,8935,Apple Store Dubai Mall,5732,774.34,2026-04-07T16:55:02Z,2026-04-07T16:55:08Z,APPROVED,,CUST-00031,AED
TXN-5ea86334fa2a,7359,ENOC,5541,926.66,2026-04-05T08:38:03Z,2026-04-05T08:38:18Z,APPROVED,,CUST-00003,AED
TXN-1f8f907276ea,1291,Noon,5942,1742.7,2026-04-22T07:20:00Z,2026-04-22T07:20:27Z,APPROVED,,CUST-00006,AED
TXN-747c96f84ff7,4012,Starbucks,5814,2102.79,2026-04-01T15:08:52Z,2026-04-01T15:09:52Z,APPROVED,,CUST-00027,GBP
TXN-78a6e1b41171,9195,Apple Store Dubai Mall,5732,201.99,2026-04-25T07:32:19Z,2026-04-25T07:32:56Z,APPROVED,,CUST-00033,AED
TXN-4b7e9eca381b,1291,Talabat,5812,1125.35,2026-04-18T21:14:21Z,,APPROVED,,CUST-00014,AED
TXN-4b7e9eca381b,1291,Talabat,5812,1125.35,2026-04-18T21:14:21Z,2026-04-18T21:14:49Z,APPROVED,,CUST-00014,AED
TXN-deebaee14f87,5635,Amazon AE,5942,373.96,2026-03-29T02:43:10Z,,APPROVED,,CUST-00017,AED
TXN-deebaee14f87,5635,Amazon AE,5942,373.96,2026-03-29T02:43:10Z,2026-03-29T02:44:02Z,APPROVED,,CUST-00017,AED
TXN-0654df9b7c1f,7527,du,4814,1559.53,2026-04-01T15:10:17Z,2026-04-01T15:10:54Z,APPROVED,,CUST-00027,AED
TXN-334df08ce6c2,1679,ADNOC,5541,1408.9,2026-04-22T02:20:16Z,,DECLINED,05,CUST-00019,USD
TXN-c41e439e754c,4552,Sharaf DG,5732,1432.2,2026-04-04T00:51:39Z,2026-04-04T00:52:19Z,APPROVED,,CUST-00003,AED
TXN-cdaeb193c8b8,9654,Carrefour,5411,2224.49,2026-04-10T21:46:54Z,2026-04-10T21:47:53Z,APPROVED,,CUST-00045,AED
TXN-0a5b5f584603,9195,ENOC,5541,780.82,2026-04-03T03:13:20Z,2026-04-03T03:13:35Z,REVERSED,,CUST-00045,AED
TXN-99d8226716e3,2615,Etisalat,4814,1936.21,2026-04-11T10:09:41Z,2026-04-11T10:09:47Z,APPROVED,,CUST-00018,AED
TXN-d078d2efa93b,4552,Etisalat,4814,1899.94,2026-04-08T20:21:47Z,2026-04-08T20:22:07Z,APPROVED,,CUST-00004,AED
TXN-457367443fb8,3527,du,4814,2198.93,2026-04-25T14:16:23Z,,APPROVED,,CUST-00012,AED
TXN-457367443fb8,3527,du,4814,2198.93,2026-04-25T14:16:23Z,2026-04-25T14:17:17Z,APPROVED,,CUST-00012,AED
TXN-e9b308775804,3611,Carrefour,5411,1763.06,2026-04-13T16:47:36Z,2026-04-13T16:48:17Z,APPROVED,,CUST-00024,AED
TXN-0fa5ae61716a,3611,Amazon AE,5942,1224.52,2026-04-05T08:15:07Z,2026-04-05T08:15:43Z,APPROVED,,CUST-00012,GBP
TXN-846fe4fd6c34,7527,Etisalat,4814,230.53,2026-04-25T16:01:05Z,,DECLINED,51,CUST-00025,AED
TXN-7154db6ba39b,3582,Sharaf DG,5732,1695.85,2026-04-13T22:29:42Z,2026-04-13T22:30:32Z,APPROVED,,CUST-00042,AED
