id,biller_code,biller_name,biller_category,amount,currency,scheduled_for,executed_at,status,customer_id,account_at_biller_last4,funding_source
9198,TS-011,Tadweer,GOVERNMENT,1293.63,AED,2026-04-13,2026-04-10T23:18:57Z,paid,CUST-00100,2217,linked_account_USD
9199,RTA-009,RTA Salik,GOVERNMENT,98.61,AED,2026-04-14,2026-04-04T03:50:08Z,paid,CUST-00003,N/A,linked_account_USD
9200,ETI-019,Etisalat,TELECOM,1036.37,AED,2026-04-24,2026-04-10T22:18:59Z,paid,CUST-00004,N/A,linked_account_USD
9201,SEWA-003,SEWA,UTILITIES,380.52,AED,2026-04-07,2026-04-16T00:39:24Z,paid,CUST-00082,0231,linked_account_AED
9202,DU-020,du,TELECOM,4112.73,AED,2026-03-31,2026-04-12T03:46:31Z,paid,CUST-00082,N/A,linked_account_USD
9203,EI-010,Emirates ID,GOVERNMENT,3225.92,AED,2026-04-21,2026-04-19T14:24:57Z,paid,CUST-00004,N/A,wallet
9204,DU-020,du,TELECOM,2840.12,AED,2026-04-23,,scheduled,CUST-00089,N/A,linked_account_USD
9205,TS-011,Tadweer,GOVERNMENT,3043.64,AED,2026-03-28,,scheduled,CUST-00098,7756,wallet
9206,DEWA-001,DEWA,UTILITIES,3927.66,AED,2026-04-21,2026-03-28T03:33:44Z,paid,CUST-00005,2348,linked_account_AED
9207,DEWA-001,DEWA,UTILITIES,1650.52,AED,2026-03-30,,failed,CUST-00005,N/A,linked_account_AED
9208,DH-012,Daman Health,INSURANCE,2384.86,AED,2026-04-18,2026-04-21T07:20:23Z,paid,CUST-00008,N/A,linked_account_AED
9209,DLD-008,Dubai Land Department,GOVERNMENT,3545.91,AED,2026-04-16,2026-04-01T15:50:34Z,paid,CUST-00081,8694,linked_account_USD
9210,ETI-019,Etisalat,TELECOM,4779.03,AED,2026-03-28,2026-04-13T12:24:48Z,paid,CUST-00093,N/A,linked_account_USD
9211,RTA-009,RTA Salik,GOVERNMENT,2475.96,AED,2026-04-02,2026-04-21T03:54:38Z,paid,CUST-00088,N/A,wallet
9212,DEWA-001,DEWA,UTILITIES,4337.39,AED,2026-03-31,2026-04-10T04:53:27Z,paid,CUST-00094,6948,linked_account_USD
9213,EI-010,Emirates ID,GOVERNMENT,4387.66,AED,2026-03-29,,failed,CUST-00083,6130,linked_account_USD
9214,DEWA-001,DEWA,UTILITIES,1019.39,AED,2026-04-16,2026-04-26T17:27:31Z,paid,CUST-00089,N/A,wallet
9215,SZHP-007,Sharjah Police Fines,GOVERNMENT,4583.25,AED,2026-04-11,,failed,CUST-00090,4473,linked_account_USD
9216,DU-020,du,TELECOM,3226.29,AED,2026-04-15,2026-04-14T17:11:22Z,paid,CUST-00009,0937,linked_account_USD
9217,RTA-009,RTA Salik,GOVERNMENT,4986.30,AED,2026-04-07,2026-04-18T13:32:32Z,paid,CUST-00086,8938,wallet
9218,SZHP-007,Sharjah Police Fines,GOVERNMENT,192.74,AED,2026-03-30,2026-04-18T09:53:16Z,paid,CUST-00098,2156,linked_account_AED
9219,ADWEA-002,ADWEA,UTILITIES,327.44,AED,2026-04-07,2026-04-11T17:53:17Z,paid,CUST-00004,N/A,wallet
9220,DH-012,Daman Health,INSURANCE,3089.32,AED,2026-04-27,2026-04-11T15:16:26Z,paid,CUST-00099,N/A,linked_account_USD
9221,DEWA-001,DEWA,UTILITIES,4705.70,AED,2026-04-15,2026-04-24T00:22:00Z,paid,CUST-00003,3161,linked_account_USD
9222,DU-020,du,TELECOM,465.65,AED,2026-04-13,2026-03-28T11:00:45Z,paid,CUST-00007,N/A,wallet
9223,DH-012,Daman Health,INSURANCE,3746.80,AED,2026-04-01,,failed,CUST-00010,N/A,wallet
9224,SZHP-007,Sharjah Police Fines,GOVERNMENT,2357.95,AED,2026-04-01,2026-03-30T12:20:31Z,paid,CUST-00100,7585,wallet
9225,ADWEA-002,ADWEA,UTILITIES,953.38,AED,2026-04-25,2026-03-29T07:15:44Z,paid,CUST-00091,0329,wallet
9226,ETI-019,Etisalat,TELECOM,3207.83,AED,2026-04-13,2026-04-15T00:32:11Z,paid,CUST-00010,3130,linked_account_AED
9227,DEWA-001,DEWA,UTILITIES,1927.59,AED,2026-04-18,2026-04-20T04:23:31Z,paid,CUST-00089,N/A,wallet
9228,ETI-019,Etisalat,TELECOM,1400.36,AED,2026-04-21,2026-04-12T16:22:45Z,paid,CUST-00009,N/A,wallet
9229,RTA-009,RTA Salik,GOVERNMENT,1808.01,AED,2026-04-16,2026-04-01T14:36:40Z,paid,CUST-00085,2793,linked_account_USD
9230,DLD-008,Dubai Land Department,GOVERNMENT,820.74,AED,2026-04-09,2026-04-05T22:31:27Z,paid,CUST-00082,4729,linked_account_AED
9231,EI-010,Emirates ID,GOVERNMENT,2780.48,AED,2026-04-04,,scheduled,CUST-00003,8409,linked_account_AED
9232,ETI-019,Etisalat,TELECOM,2365.06,AED,2026-04-26,,failed,CUST-00087,N/A,wallet
9233,RTA-009,RTA Salik,GOVERNMENT,2954.76,AED,2026-04-16,2026-03-29T10:28:31Z,paid,CUST-00099,N/A,linked_account_USD
9234,ADWEA-002,ADWEA,UTILITIES,3165.89,AED,2026-03-31,,failed,CUST-00006,N/A,linked_account_AED
9235,SZHP-007,Sharjah Police Fines,GOVERNMENT,3257.01,AED,2026-04-24,2026-04-09T14:53:41Z,paid,CUST-00010,N/A,linked_account_USD
9236,SEWA-003,SEWA,UTILITIES,3772.62,AED,2026-04-13,,scheduled,CUST-00085,N/A,linked_account_USD
9237,DLD-008,Dubai Land Department,GOVERNMENT,2394.18,AED,2026-04-20,2026-04-08T21:10:24Z,paid,CUST-00090,N/A,linked_account_USD
9238,DLD-008,Dubai Land Department,GOVERNMENT,1535.86,AED,2026-03-29,,scheduled,CUST-00095,8306,linked_account_AED
9239,DLD-008,Dubai Land Department,GOVERNMENT,3881.66,AED,2026-03-28,2026-03-29T05:00:59Z,paid,CUST-00001,2687,linked_account_AED
9240,TS-011,Tadweer,GOVERNMENT,4827.92,AED,2026-03-28,2026-03-30T10:14:45Z,paid,CUST-00095,2286,linked_account_USD
9241,SZHP-007,Sharjah Police Fines,GOVERNMENT,3953.42,AED,2026-04-26,,failed,CUST-00010,N/A,linked_account_AED
9242,DLD-008,Dubai Land Department,GOVERNMENT,868.44,AED,2026-04-27,2026-04-17T06:30:35Z,paid,CUST-00099,N/A,linked_account_AED
9243,ADWEA-002,ADWEA,UTILITIES,963.74,AED,2026-03-31,2026-04-22T14:56:53Z,paid,CUST-00094,4009,linked_account_USD
9244,EI-010,Emirates ID,GOVERNMENT,4236.06,AED,2026-04-16,2026-04-19T06:22:03Z,paid,CUST-00082,N/A,linked_account_USD
9245,DH-012,Daman Health,INSURANCE,2000.53,AED,2026-04-21,,failed,CUST-00092,N/A,linked_account_USD
9246,ETI-019,Etisalat,TELECOM,3827.13,AED,2026-04-24,2026-04-11T13:05:16Z,paid,CUST-00095,N/A,linked_account_AED
9247,DU-020,du,TELECOM,4107.97,AED,2026-04-04,,scheduled,CUST-00090,6452,linked_account_AED
9248,RTA-009,RTA Salik,GOVERNMENT,3365.89,AED,2026-04-09,2026-03-28T11:01:13Z,paid,CUST-00006,N/A,linked_account_AED
9249,SZHP-007,Sharjah Police Fines,GOVERNMENT,2532.21,AED,2026-04-27,2026-04-07T16:05:09Z,paid,CUST-00100,1265,wallet
9250,RTA-009,RTA Salik,GOVERNMENT,980.45,AED,2026-04-21,2026-04-22T11:49:18Z,paid,CUST-00081,6292,linked_account_AED
9251,SEWA-003,SEWA,UTILITIES,1460.57,AED,2026-04-15,2026-04-03T16:00:00Z,paid,CUST-00002,N/A,wallet
9252,SEWA-003,SEWA,UTILITIES,2021.17,AED,2026-04-11,,scheduled,CUST-00085,N/A,linked_account_USD
9253,ADWEA-002,ADWEA,UTILITIES,3296.55,AED,2026-04-15,,scheduled,CUST-00001,N/A,wallet
9254,TS-011,Tadweer,GOVERNMENT,2559.50,AED,2026-04-06,2026-04-03T09:36:24Z,paid,CUST-00091,N/A,wallet
9255,DU-020,du,TELECOM,2153.66,AED,2026-04-04,2026-03-28T16:42:47Z,paid,CUST-00096,N/A,linked_account_AED
9256,SZHP-007,Sharjah Police Fines,GOVERNMENT,4228.63,AED,2026-04-16,2026-04-18T07:38:13Z,paid,CUST-00084,N/A,linked_account_USD
9257,ADWEA-002,ADWEA,UTILITIES,794.42,AED,2026-04-17,,failed,CUST-00093,N/A,wallet
9258,EI-010,Emirates ID,GOVERNMENT,4073.53,AED,2026-04-04,,scheduled,CUST-00084,N/A,linked_account_AED
9259,DEWA-001,DEWA,UTILITIES,651.68,AED,2026-04-12,2026-04-24T13:39:37Z,paid,CUST-00099,N/A,linked_account_AED
9260,DLD-008,Dubai Land Department,GOVERNMENT,1720.44,AED,2026-04-18,,scheduled,CUST-00001,N/A,wallet
9261,DU-020,du,TELECOM,1816.58,AED,2026-04-27,2026-04-12T13:10:26Z,paid,CUST-00091,0583,linked_account_AED
9262,DEWA-001,DEWA,UTILITIES,2679.78,AED,2026-04-15,2026-04-22T22:04:42Z,paid,CUST-00088,1549,linked_account_USD
9263,SEWA-003,SEWA,UTILITIES,3182.95,AED,2026-04-14,,scheduled,CUST-00082,7504,linked_account_USD
9264,EI-010,Emirates ID,GOVERNMENT,2866.89,AED,2026-04-26,2026-04-08T21:39:44Z,paid,CUST-00002,2404,linked_account_AED
9265,EI-010,Emirates ID,GOVERNMENT,4902.32,AED,2026-04-25,2026-04-12T08:09:40Z,paid,CUST-00084,6565,wallet
9266,DU-020,du,TELECOM,3621.89,AED,2026-04-04,,scheduled,CUST-00097,7101,wallet
9267,TS-011,Tadweer,GOVERNMENT,1341.83,AED,2026-04-18,2026-03-31T19:50:10Z,paid,CUST-00098,3993,linked_account_AED
9268,TS-011,Tadweer,GOVERNMENT,2390.95,AED,2026-04-03,,failed,CUST-00009,N/A,linked_account_USD
9269,DH-012,Daman Health,INSURANCE,276.42,AED,2026-04-15,,failed,CUST-00092,N/A,wallet
9270,DLD-008,Dubai Land Department,GOVERNMENT,1075.32,AED,2026-04-02,2026-04-20T16:48:38Z,paid,CUST-00009,N/A,linked_account_USD
9271,DH-012,Daman Health,INSURANCE,1624.89,AED,2026-04-20,2026-04-11T05:48:12Z,paid,CUST-00008,N/A,linked_account_USD
9272,TS-011,Tadweer,GOVERNMENT,4143.53,AED,2026-04-09,2026-03-29T02:30:22Z,paid,CUST-00081,N/A,linked_account_AED
9273,EI-010,Emirates ID,GOVERNMENT,112.21,AED,2026-04-17,2026-04-05T10:15:23Z,paid,CUST-00005,N/A,wallet
9274,EI-010,Emirates ID,GOVERNMENT,3503.74,AED,2026-04-06,2026-04-07T10:32:35Z,paid,CUST-00002,9360,linked_account_USD
9275,RTA-009,RTA Salik,GOVERNMENT,2828.56,AED,2026-04-16,2026-04-01T06:58:52Z,paid,CUST-00082,N/A,linked_account_AED
9276,RTA-009,RTA Salik,GOVERNMENT,3388.78,AED,2026-04-27,2026-03-29T14:29:57Z,paid,CUST-00006,N/A,linked_account_AED
9277,DEWA-001,DEWA,UTILITIES,3769.37,AED,2026-04-18,2026-04-03T04:13:37Z,paid,CUST-00008,6148,linked_account_AED
9278,TS-011,Tadweer,GOVERNMENT,4746.65,AED,2026-04-24,2026-04-16T09:39:21Z,paid,CUST-00007,N/A,wallet
9279,SEWA-003,SEWA,UTILITIES,3846.03,AED,2026-04-04,,failed,CUST-00088,N/A,wallet
9280,DLD-008,Dubai Land Department,GOVERNMENT,4507.27,AED,2026-04-19,2026-04-09T08:52:15Z,paid,CUST-00091,N/A,linked_account_USD
9281,EI-010,Emirates ID,GOVERNMENT,2685.92,AED,2026-04-20,,scheduled,CUST-00086,N/A,linked_account_AED
9282,SEWA-003,SEWA,UTILITIES,4623.36,AED,2026-04-22,2026-04-26T20:06:43Z,paid,CUST-00088,N/A,linked_account_USD
9283,SEWA-003,SEWA,UTILITIES,3432.59,AED,2026-04-24,2026-04-06T16:52:42Z,paid,CUST-00084,6722,linked_account_USD
9284,DEWA-001,DEWA,UTILITIES,3113.44,AED,2026-04-23,2026-04-02T13:32:30Z,paid,CUST-00003,N/A,wallet
9285,SZHP-007,Sharjah Police Fines,GOVERNMENT,3068.57,AED,2026-04-22,2026-04-04T02:10:52Z,paid,CUST-00092,N/A,wallet
9286,TS-011,Tadweer,GOVERNMENT,4423.39,AED,2026-04-07,2026-04-02T04:15:04Z,paid,CUST-00098,3162,linked_account_AED
9287,SZHP-007,Sharjah Police Fines,GOVERNMENT,3629.15,AED,2026-04-20,2026-04-17T07:14:00Z,paid,CUST-00081,N/A,wallet
9288,DEWA-001,DEWA,UTILITIES,1074.69,AED,2026-04-13,2026-03-28T17:09:51Z,paid,CUST-00085,3963,linked_account_AED
9289,EI-010,Emirates ID,GOVERNMENT,3224.83,AED,2026-04-02,2026-04-10T22:03:19Z,paid,CUST-00098,2609,linked_account_AED
9290,ADWEA-002,ADWEA,UTILITIES,84.07,AED,2026-04-26,2026-04-07T06:34:19Z,paid,CUST-00098,N/A,linked_account_AED
9291,ADWEA-002,ADWEA,UTILITIES,3926.06,AED,2026-03-28,2026-03-31T21:57:07Z,paid,CUST-00004,9944,linked_account_AED
9292,RTA-009,RTA Salik,GOVERNMENT,4147.38,AED,2026-04-26,2026-04-07T15:50:03Z,paid,CUST-00097,N/A,linked_account_AED
9293,EI-010,Emirates ID,GOVERNMENT,3164.88,AED,2026-04-13,2026-04-20T23:27:48Z,paid,CUST-00004,N/A,linked_account_USD
9294,ADWEA-002,ADWEA,UTILITIES,3623.87,AED,2026-04-16,2026-04-10T12:03:51Z,paid,CUST-00005,N/A,wallet
9295,DU-020,du,TELECOM,530.77,AED,2026-04-07,2026-04-04T18:06:34Z,paid,CUST-00099,8053,linked_account_AED
9296,SZHP-007,Sharjah Police Fines,GOVERNMENT,1511.70,AED,2026-04-13,2026-04-05T03:16:26Z,paid,CUST-00093,N/A,linked_account_USD
9297,DEWA-001,DEWA,UTILITIES,3818.55,AED,2026-04-23,2026-04-25T17:46:38Z,paid,CUST-00008,N/A,linked_account_USD
9298,DU-020,du,TELECOM,1567.98,AED,2026-04-05,2026-04-12T04:57:03Z,paid,CUST-00086,N/A,wallet
9299,SEWA-003,SEWA,UTILITIES,775.30,AED,2026-04-18,,scheduled,CUST-00009,3734,wallet
9300,TS-011,Tadweer,GOVERNMENT,1549.64,AED,2026-04-09,2026-04-09T07:43:15Z,paid,CUST-00094,N/A,linked_account_AED
9301,TS-011,Tadweer,GOVERNMENT,4505.02,AED,2026-04-16,2026-03-29T11:56:16Z,paid,CUST-00098,N/A,linked_account_USD
9302,SZHP-007,Sharjah Police Fines,GOVERNMENT,1920.99,AED,2026-03-29,2026-04-18T18:57:36Z,paid,CUST-00098,N/A,wallet
9303,RTA-009,RTA Salik,GOVERNMENT,4490.81,AED,2026-04-27,2026-04-23T20:33:28Z,paid,CUST-00081,N/A,wallet
9304,ETI-019,Etisalat,TELECOM,792.94,AED,2026-04-08,,scheduled,CUST-00096,1959,linked_account_AED
9305,RTA-009,RTA Salik,GOVERNMENT,2323.64,AED,2026-03-29,2026-04-26T09:47:07Z,paid,CUST-00097,8587,linked_account_USD
9306,ETI-019,Etisalat,TELECOM,1849.62,AED,2026-04-26,2026-04-22T04:50:35Z,paid,CUST-00081,8313,linked_account_AED
9307,EI-010,Emirates ID,GOVERNMENT,4810.20,AED,2026-03-31,2026-04-23T03:26:14Z,paid,CUST-00096,N/A,linked_account_USD
9308,EI-010,Emirates ID,GOVERNMENT,1277.46,AED,2026-04-19,,scheduled,CUST-00006,4015,linked_account_USD
9309,RTA-009,RTA Salik,GOVERNMENT,928.28,AED,2026-04-08,2026-04-13T12:42:59Z,paid,CUST-00003,3113,wallet
9310,EI-010,Emirates ID,GOVERNMENT,1548.67,AED,2026-04-21,2026-03-29T13:38:11Z,paid,CUST-00095,N/A,linked_account_AED
9311,ADWEA-002,ADWEA,UTILITIES,2707.82,AED,2026-04-02,2026-04-23T10:53:08Z,paid,CUST-00007,7836,linked_account_AED
9312,ADWEA-002,ADWEA,UTILITIES,2406.38,AED,2026-04-24,2026-04-16T13:30:51Z,paid,CUST-00090,N/A,linked_account_USD
9313,DEWA-001,DEWA,UTILITIES,2929.48,AED,2026-03-31,,failed,CUST-00094,7252,linked_account_USD
9314,DH-012,Daman Health,INSURANCE,3091.35,AED,2026-04-13,,failed,CUST-00009,N/A,linked_account_AED
9315,DH-012,Daman Health,INSURANCE,923.83,AED,2026-04-11,2026-04-13T05:24:03Z,paid,CUST-00091,N/A,linked_account_USD
9316,ETI-019,Etisalat,TELECOM,1738.65,AED,2026-04-06,2026-04-12T00:13:03Z,paid,CUST-00091,7209,wallet
9317,RTA-009,RTA Salik,GOVERNMENT,82.26,AED,2026-03-30,,failed,CUST-00086,8122,wallet
9318,ADWEA-002,ADWEA,UTILITIES,3814.17,AED,2026-04-06,2026-04-05T11:38:12Z,paid,CUST-00081,8824,wallet
9319,ADWEA-002,ADWEA,UTILITIES,3826.12,AED,2026-04-21,2026-04-12T04:12:08Z,paid,CUST-00081,N/A,wallet
9320,DH-012,Daman Health,INSURANCE,1535.30,AED,2026-04-08,2026-04-19T11:52:51Z,paid,CUST-00081,2562,linked_account_AED
9321,SEWA-003,SEWA,UTILITIES,4269.17,AED,2026-04-08,2026-04-11T04:33:14Z,paid,CUST-00087,N/A,linked_account_USD
9322,DU-020,du,TELECOM,1182.18,AED,2026-04-19,2026-04-12T06:15:34Z,paid,CUST-00082,N/A,linked_account_AED
9323,SZHP-007,Sharjah Police Fines,GOVERNMENT,4154.69,AED,2026-04-17,2026-04-06T08:29:32Z,paid,CUST-00089,N/A,wallet
9324,DLD-008,Dubai Land Department,GOVERNMENT,323.77,AED,2026-04-14,2026-04-20T04:58:10Z,paid,CUST-00085,4492,linked_account_USD
9325,ETI-019,Etisalat,TELECOM,1082.61,AED,2026-04-05,2026-04-08T20:52:12Z,paid,CUST-00001,N/A,linked_account_AED
9326,SZHP-007,Sharjah Police Fines,GOVERNMENT,2812.44,AED,2026-04-04,2026-04-16T13:31:50Z,paid,CUST-00090,N/A,linked_account_AED
9327,ADWEA-002,ADWEA,UTILITIES,418.41,AED,2026-04-22,2026-04-03T17:07:45Z,paid,CUST-00094,N/A,wallet
9328,DH-012,Daman Health,INSURANCE,1980.81,AED,2026-03-28,,failed,CUST-00086,N/A,linked_account_USD
9329,TS-011,Tadweer,GOVERNMENT,1906.34,AED,2026-04-24,2026-04-10T08:44:06Z,paid,CUST-00009,N/A,linked_account_AED
9330,DU-020,du,TELECOM,599.60,AED,2026-04-23,,scheduled,CUST-00003,N/A,wallet
9331,SEWA-003,SEWA,UTILITIES,2969.55,AED,2026-04-09,2026-04-22T17:28:00Z,paid,CUST-00085,N/A,linked_account_USD
9332,EI-010,Emirates ID,GOVERNMENT,3825.80,AED,2026-04-19,2026-04-12T20:28:19Z,paid,CUST-00093,0358,wallet
9333,SZHP-007,Sharjah Police Fines,GOVERNMENT,4788.14,AED,2026-04-16,,failed,CUST-00085,3519,linked_account_AED
9334,RTA-009,RTA Salik,GOVERNMENT,1177.03,AED,2026-04-16,2026-04-14T10:12:47Z,paid,CUST-00009,9889,wallet
9335,ADWEA-002,ADWEA,UTILITIES,3229.09,AED,2026-04-14,2026-04-03T09:21:09Z,paid,CUST-00096,0786,linked_account_USD
9336,SZHP-007,Sharjah Police Fines,GOVERNMENT,130.20,AED,2026-04-14,,failed,CUST-00087,N/A,linked_account_AED
9337,TS-011,Tadweer,GOVERNMENT,1702.08,AED,2026-04-25,2026-03-30T13:22:12Z,paid,CUST-00003,9147,linked_account_USD
9338,SEWA-003,SEWA,UTILITIES,4003.03,AED,2026-03-31,,scheduled,CUST-00089,7675,wallet
9339,DH-012,Daman Health,INSURANCE,2183.19,AED,2026-04-19,2026-04-19T14:40:05Z,paid,CUST-00091,5413,wallet
9340,DH-012,Daman Health,INSURANCE,2897.36,AED,2026-04-13,2026-04-06T00:13:15Z,paid,CUST-00099,N/A,linked_account_USD
9341,DU-020,du,TELECOM,81.45,AED,2026-04-01,2026-04-26T14:03:10Z,paid,CUST-00008,N/A,wallet
9342,DU-020,du,TELECOM,4285.09,AED,2026-04-09,2026-04-11T03:27:40Z,paid,CUST-00088,7499,linked_account_USD
9343,SZHP-007,Sharjah Police Fines,GOVERNMENT,4471.56,AED,2026-04-05,,scheduled,CUST-00005,3094,wallet
9344,DU-020,du,TELECOM,948.85,AED,2026-04-27,2026-04-25T02:02:04Z,paid,CUST-00095,N/A,wallet
9345,SZHP-007,Sharjah Police Fines,GOVERNMENT,4359.25,AED,2026-03-29,2026-04-16T20:43:19Z,paid,CUST-00007,4963,linked_account_AED
9346,DU-020,du,TELECOM,1203.25,AED,2026-03-29,2026-04-09T17:59:37Z,paid,CUST-00001,N/A,wallet
9347,DLD-008,Dubai Land Department,GOVERNMENT,175.85,AED,2026-03-31,2026-04-16T20:58:54Z,paid,CUST-00083,N/A,linked_account_AED
9348,DLD-008,Dubai Land Department,GOVERNMENT,1033.26,AED,2026-04-03,2026-04-20T22:46:23Z,paid,CUST-00003,2868,wallet
9349,ETI-019,Etisalat,TELECOM,645.77,AED,2026-04-12,2026-04-09T14:26:42Z,paid,CUST-00094,N/A,wallet
9350,ETI-019,Etisalat,TELECOM,4926.50,AED,2026-04-02,2026-04-03T19:06:51Z,paid,CUST-00009,8335,linked_account_AED
9351,DEWA-001,DEWA,UTILITIES,85.92,AED,2026-04-02,2026-04-22T03:24:53Z,paid,CUST-00082,N/A,wallet
9352,DLD-008,Dubai Land Department,GOVERNMENT,4732.41,AED,2026-04-07,2026-04-22T21:36:25Z,paid,CUST-00091,N/A,wallet
9353,DU-020,du,TELECOM,3661.66,AED,2026-03-30,2026-04-20T04:01:52Z,paid,CUST-00098,4079,linked_account_USD
9354,DEWA-001,DEWA,UTILITIES,683.34,AED,2026-04-23,2026-04-04T04:37:43Z,paid,CUST-00095,0638,linked_account_USD
9355,ETI-019,Etisalat,TELECOM,4338.41,AED,2026-04-06,2026-03-28T00:29:47Z,paid,CUST-00084,N/A,wallet
9356,SEWA-003,SEWA,UTILITIES,4684.64,AED,2026-03-28,2026-04-18T04:24:13Z,paid,CUST-00082,1792,wallet
9357,RTA-009,RTA Salik,GOVERNMENT,1060.18,AED,2026-04-15,2026-04-14T03:02:29Z,paid,CUST-00090,5260,wallet
9358,SZHP-007,Sharjah Police Fines,GOVERNMENT,191.06,AED,2026-04-12,2026-04-19T23:49:51Z,paid,CUST-00100,6679,linked_account_USD
9359,DLD-008,Dubai Land Department,GOVERNMENT,3824.39,AED,2026-04-04,2026-04-19T07:42:57Z,paid,CUST-00004,N/A,wallet
9360,ADWEA-002,ADWEA,UTILITIES,2128.42,AED,2026-04-25,2026-04-03T21:46:55Z,paid,CUST-00085,N/A,wallet
9361,TS-011,Tadweer,GOVERNMENT,4056.65,AED,2026-04-27,2026-04-04T05:00:29Z,paid,CUST-00099,4208,linked_account_AED
9362,DH-012,Daman Health,INSURANCE,2722.93,AED,2026-03-28,2026-04-22T07:41:17Z,paid,CUST-00086,8074,wallet
9363,ETI-019,Etisalat,TELECOM,2597.93,AED,2026-04-02,,failed,CUST-00008,1346,linked_account_USD
9364,DLD-008,Dubai Land Department,GOVERNMENT,1447.38,AED,2026-04-08,2026-04-16T00:25:51Z,paid,CUST-00009,N/A,linked_account_AED
9365,RTA-009,RTA Salik,GOVERNMENT,3358.36,AED,2026-04-11,2026-04-14T01:14:31Z,paid,CUST-00095,N/A,linked_account_AED
9366,SZHP-007,Sharjah Police Fines,GOVERNMENT,3322.95,AED,2026-04-09,2026-04-25T08:07:29Z,paid,CUST-00094,6308,wallet
9367,SEWA-003,SEWA,UTILITIES,120.89,AED,2026-04-07,2026-04-15T10:54:32Z,paid,CUST-00006,N/A,wallet
9368,TS-011,Tadweer,GOVERNMENT,2429.84,AED,2026-03-31,2026-03-29T23:30:42Z,paid,CUST-00083,7407,linked_account_AED
9369,TS-011,Tadweer,GOVERNMENT,1350.88,AED,2026-04-13,2026-04-13T10:35:10Z,paid,CUST-00091,N/A,linked_account_AED
9370,SEWA-003,SEWA,UTILITIES,1313.66,AED,2026-04-02,,scheduled,CUST-00095,N/A,linked_account_USD
9371,ADWEA-002,ADWEA,UTILITIES,3356.66,AED,2026-04-17,,scheduled,CUST-00009,N/A,linked_account_AED
9372,DH-012,Daman Health,INSURANCE,175.80,AED,2026-04-10,2026-04-15T23:22:49Z,paid,CUST-00085,1820,linked_account_USD
9373,DU-020,du,TELECOM,675.18,AED,2026-04-16,2026-04-05T19:49:56Z,paid,CUST-00088,1359,linked_account_AED
9374,EI-010,Emirates ID,GOVERNMENT,1014.65,AED,2026-04-01,2026-04-26T04:31:15Z,paid,CUST-00007,5798,linked_account_USD
9375,EI-010,Emirates ID,GOVERNMENT,2648.97,AED,2026-04-02,2026-03-31T19:29:13Z,paid,CUST-00008,8697,linked_account_AED
9376,SEWA-003,SEWA,UTILITIES,545.68,AED,2026-04-22,2026-04-16T00:23:28Z,paid,CUST-00097,N/A,wallet
9377,DU-020,du,TELECOM,292.12,AED,2026-03-28,2026-04-08T01:52:57Z,paid,CUST-00099,N/A,linked_account_AED
9378,RTA-009,RTA Salik,GOVERNMENT,1643.51,AED,2026-04-04,,failed,CUST-00001,N/A,linked_account_USD
9379,EI-010,Emirates ID,GOVERNMENT,3357.19,AED,2026-04-21,,failed,CUST-00090,9731,wallet
9380,DLD-008,Dubai Land Department,GOVERNMENT,744.50,AED,2026-04-12,,scheduled,CUST-00095,N/A,wallet
9381,DH-012,Daman Health,INSURANCE,2124.10,AED,2026-04-09,2026-04-09T23:44:46Z,paid,CUST-00003,N/A,wallet
9382,DLD-008,Dubai Land Department,GOVERNMENT,661.18,AED,2026-04-04,2026-04-19T15:05:11Z,paid,CUST-00007,7264,linked_account_USD
9383,DU-020,du,TELECOM,3814.89,AED,2026-04-27,2026-04-01T17:26:01Z,paid,CUST-00010,8589,linked_account_USD
9384,TS-011,Tadweer,GOVERNMENT,2381.99,AED,2026-04-06,2026-04-20T22:31:21Z,paid,CUST-00088,N/A,wallet
9385,ADWEA-002,ADWEA,UTILITIES,4407.12,AED,2026-04-03,,failed,CUST-00081,4458,linked_account_AED
9386,DU-020,du,TELECOM,608.55,AED,2026-04-13,2026-04-18T19:44:05Z,paid,CUST-00099,N/A,wallet
9387,EI-010,Emirates ID,GOVERNMENT,560.10,AED,2026-04-04,2026-03-28T22:03:35Z,paid,CUST-00098,5940,linked_account_USD
9388,RTA-009,RTA Salik,GOVERNMENT,4191.71,AED,2026-03-28,2026-04-24T05:59:43Z,paid,CUST-00091,N/A,linked_account_USD
9389,DU-020,du,TELECOM,4528.42,AED,2026-04-07,2026-04-06T15:04:40Z,paid,CUST-00092,N/A,wallet
9390,DEWA-001,DEWA,UTILITIES,550.60,AED,2026-04-02,2026-03-29T13:30:44Z,paid,CUST-00086,N/A,linked_account_USD
9391,DU-020,du,TELECOM,564.63,AED,2026-04-03,,scheduled,CUST-00086,N/A,linked_account_USD
9392,EI-010,Emirates ID,GOVERNMENT,4358.45,AED,2026-04-06,2026-03-28T19:00:46Z,paid,CUST-00004,9672,linked_account_USD
9393,ADWEA-002,ADWEA,UTILITIES,631.49,AED,2026-04-03,2026-03-29T20:06:32Z,paid,CUST-00092,N/A,linked_account_AED
9394,DEWA-001,DEWA,UTILITIES,1769.16,AED,2026-04-02,2026-04-04T15:11:44Z,paid,CUST-00089,8564,linked_account_AED
9395,DH-012,Daman Health,INSURANCE,3734.71,AED,2026-04-14,2026-04-25T18:07:36Z,paid,CUST-00007,9288,wallet
